MP,G|R,AverageProfit,Occurences,Pattern,Type
0.001226,1.272727,0.000963,50,6|2|1|1|0|4,bullish engulfing
0.001226,1.000000,0.001226,62,3|2|1|0|0|6,bullish engulfing
0.001225,1.064516,0.001151,64,7|3|3|0|0|3,bullish engulfing
0.001225,1.000000,0.001225,80,7|4|2|1|0|3,bullish engulfing
0.001223,1.352941,0.000904,40,7|6|7|1|2|2,bullish harami
0.001222,1.000000,0.001222,48,6|3|3|2|1|8,bullish engulfing
0.001221,1.125000,0.001085,34,2|4|5|3|4|8,one white soldier
0.001220,1.046512,0.001166,88,6|4|4|1|2|7,one white soldier
0.001219,1.000000,0.001219,32,9|6|5|2|2|4,bullish harami
0.001219,1.055556,0.001154,37,6|7|7|0|0|2,bullish harami
0.001217,1.056604,0.001152,109,7|6|6|0|1|4,bullish harami
0.001217,1.000000,0.001217,30,6|6|4|1|0|5,bullish engulfing
0.001216,1.055556,0.001152,37,2|2|3|1|1|4,one white soldier
0.001216,1.250000,0.000972,36,6|4|5|0|1|2,bullish harami
0.001213,1.000000,0.001213,138,4|3|3|2|2|4,one white soldier
0.001213,1.071429,0.001132,87,5|5|6|1|1|3,bullish harami
0.001211,1.307692,0.000926,30,6|6|7|3|3|4,bullish harami
0.001210,1.066667,0.001134,31,3|4|4|3|3|5,bullish engulfing
0.001207,1.000000,0.001207,32,8|5|5|0|2|4,bullish harami
0.001206,1.000000,0.001206,38,1|5|5|2|4|6,one white soldier
0.001204,1.000000,0.001204,52,8|4|3|2|2|5,bullish engulfing
0.001203,1.176471,0.001023,37,0|4|6|1|2|4,bullish harami
0.001202,1.117647,0.001076,36,2|6|6|4|5|5,bullish harami
0.001192,1.133333,0.001052,32,8|6|5|2|1|7,bullish engulfing
0.001190,1.045455,0.001139,45,2|5|5|1|1|4,bullish harami
0.001190,1.000000,0.001190,48,5|4|2|1|2|3,one white soldier
0.001190,1.200000,0.000991,44,6|4|4|1|1|6,bullish engulfing
0.001189,1.000000,0.001189,50,2|2|3|2|2|6,bullish engulfing
0.001186,1.230769,0.000964,58,7|5|4|2|1|6,bullish engulfing
0.001183,1.111111,0.001065,38,5|6|6|2|2|4,bullish harami
0.001183,1.000000,0.001183,52,0|5|5|2|1|6,bullish engulfing
0.001181,1.204819,0.000980,183,0|4|4|3|4|7,one white soldier
0.001181,1.142857,0.001033,45,0|5|5|2|3|4,bullish harami
0.001180,1.800000,0.000656,42,5|2|2|2|1|2,bullish engulfing
0.001180,1.000000,0.001180,80,0|4|5|3|4|9,one white soldier
0.001179,1.200000,0.000983,33,9|5|4|3|3|5,bullish engulfing
0.001178,1.000000,0.001178,46,6|5|4|2|3|4,bullish harami
0.001177,1.000000,0.001177,32,0|4|5|3|2|9,bullish engulfing
0.001176,1.266667,0.000928,68,3|5|5|1|2|4,bullish harami
0.001176,1.000000,0.001176,42,8|4|3|2|1|3,bullish engulfing
0.001176,1.066667,0.001102,31,4|6|5|2|2|3,bullish harami
0.001175,1.166667,0.001007,39,2|3|2|1|1|3,one white soldier
0.001172,1.134615,0.001033,111,6|6|5|1|2|2,bullish harami
0.001171,1.142857,0.001025,30,7|6|6|3|3|3,bullish harami
0.001170,1.033333,0.001133,61,6|5|5|1|0|6,bullish engulfing
0.001168,1.111111,0.001051,38,2|3|3|3|3|4,bullish engulfing
0.001166,1.000000,0.001166,146,6|3|3|0|0|0,bullish harami
0.001165,1.294118,0.000901,39,6|6|5|2|3|3,bullish harami
0.001165,1.000000,0.001165,120,5|4|4|3|2|5,bullish engulfing
0.001164,1.047619,0.001111,43,1|4|5|3|3|6,bullish engulfing
0.001164,1.100000,0.001058,42,9|8|7|1|1|2,bullish harami
0.001164,1.300000,0.000895,46,1|4|5|4|4|8,bullish engulfing
0.001162,1.107143,0.001049,59,5|3|3|0|0|2,bullish harami
0.001162,1.210526,0.000960,42,4|4|5|3|2|7,bullish engulfing
0.001159,1.222222,0.000949,40,2|5|6|1|1|2,bullish harami
0.001159,1.000000,0.001159,110,0|1|2|2|1|6,bullish engulfing
0.001158,1.000000,0.001158,30,9|4|4|0|0|5,bullish engulfing
0.001156,1.040000,0.001111,51,10|4|5|1|2|3,bullish harami
0.001153,1.046980,0.001102,305,6|5|5|2|2|3,bullish harami
0.001153,1.111111,0.001038,57,9|4|5|2|3|4,bullish harami
0.001148,1.357143,0.000846,33,0|2|3|3|2|7,bullish engulfing
0.001146,1.650000,0.000694,53,3|4|4|0|1|4,bullish harami
0.001144,1.031250,0.001110,65,9|5|5|1|2|3,bullish harami
0.001139,1.023810,0.001112,85,2|4|4|2|3|5,one white soldier
0.001138,1.181818,0.000963,72,0|2|3|1|2|6,one white soldier
0.001136,1.060606,0.001071,136,1|4|4|3|3|5,one white soldier
0.001136,1.043478,0.001089,47,4|3|4|3|4|5,one white soldier
0.001135,1.295455,0.000876,101,5|4|4|2|1|4,bullish engulfing
0.001133,1.444444,0.000785,66,0|5|5|3|3|7,bullish engulfing
0.001131,1.151515,0.000983,142,8|5|5|1|1|3,bullish harami
0.001131,1.096154,0.001032,109,3|2|2|0|1|8,one white soldier
0.001131,1.250000,0.000905,36,3|1|1|0|0|6,one white soldier
0.001130,1.142857,0.000989,30,5|7|7|4|5|6,bullish harami
0.001129,1.238095,0.000912,47,7|4|5|0|1|2,bullish harami
0.001127,1.022901,0.001102,265,6|5|5|1|2|2,bullish harami
0.001123,1.176471,0.000955,37,3|5|5|2|1|7,bullish engulfing
0.001122,1.111111,0.001010,76,2|2|2|2|2|6,bullish engulfing
0.001121,1.461538,0.000767,32,5|6|5|0|1|2,bullish harami
0.001119,1.076923,0.001039,54,1|3|4|1|2|7,one white soldier
0.001118,1.000000,0.001118,70,3|3|2|2|1|6,bullish engulfing
0.001118,1.000000,0.001118,40,2|4|3|3|2|5,bullish engulfing
0.001118,1.035714,0.001079,57,2|3|2|0|1|4,one white soldier
0.001116,1.142857,0.000976,30,2|6|7|1|2|3,bullish harami
0.001115,1.238095,0.000900,47,0|6|5|4|4|7,one white soldier
0.001114,1.187500,0.000938,35,0|2|3|2|2|2,bullish harami
0.001113,1.235294,0.000901,38,2|2|2|1|2|3,one white soldier
0.001111,1.025641,0.001083,79,0|5|5|4|5|7,one white soldier
0.001110,1.000000,0.001110,44,0|6|7|6|5|8,bullish engulfing
0.001110,1.136364,0.000977,47,1|2|2|1|2|7,one white soldier
0.001105,1.035714,0.001067,57,0|6|6|2|2|4,bullish harami
0.001103,1.125000,0.000981,34,9|6|5|3|4|5,bullish harami
0.001100,1.500000,0.000733,40,7|6|7|2|3|5,bullish harami
0.001099,1.200000,0.000916,77,5|4|3|1|2|7,one white soldier
0.001096,1.103448,0.000993,61,4|2|4|1|2|6,one white soldier
0.001095,1.000000,0.001095,36,7|4|5|0|0|4,bullish harami
0.001094,1.095238,0.000999,44,5|5|5|2|2|4,bullish harami
0.001094,1.170213,0.000935,102,3|3|3|1|2|5,one white soldier
0.001091,1.056604,0.001033,109,5|3|3|1|0|3,bullish engulfing
0.001091,1.058824,0.001030,35,3|6|6|3|3|5,bullish harami
0.001089,1.307692,0.000832,30,2|2|2|1|2|10,one white soldier
0.001088,1.150000,0.000946,43,2|4|3|2|2|7,one white soldier
0.001086,1.021277,0.001063,95,0|6|6|5|6|7,one white soldier
0.001085,1.266667,0.000857,34,4|3|4|3|4|8,one white soldier
0.001080,1.400000,0.000771,36,6|5|6|0|0|3,bullish harami
0.001079,1.000000,0.001079,32,9|4|3|3|2|4,bullish engulfing
0.001079,1.285714,0.000839,32,4|2|3|1|1|4,bullish engulfing
0.001078,1.103704,0.000977,284,6|3|3|1|2|3,bullish harami
0.001077,1.000000,0.001077,66,5|2|1|0|0|2,bullish engulfing
0.001077,1.235294,0.000871,38,4|5|5|4|4|7,one white soldier
0.001076,1.034146,0.001040,417,6|4|4|1|1|3,bullish harami
0.001076,1.000000,0.001076,42,3|5|6|2|2|3,bullish harami
0.001073,1.000000,0.001073,56,0|2|2|1|2|5,one white soldier
0.001072,1.000000,0.001072,58,7|6|5|1|1|1,bullish harami
0.001066,1.013333,0.001052,151,8|6|5|0|1|2,bullish harami
0.001066,1.100000,0.000969,63,3|4|4|3|3|6,bullish engulfing
0.001066,1.062500,0.001003,33,3|5|5|4|5|7,one white soldier
0.001066,1.470588,0.000725,42,5|5|4|2|3|3,bullish harami
0.001065,1.000000,0.001065,40,2|5|5|4|4|8,one white soldier
0.001064,1.095238,0.000971,88,6|4|4|2|1|5,bullish engulfing
0.001059,1.062500,0.000997,66,4|2|2|0|0|5,one white soldier
0.001059,1.345455,0.000787,129,5|6|6|1|2|3,bullish harami
0.001058,1.176471,0.000899,74,8|4|4|3|3|5,bullish engulfing
0.001057,1.000000,0.001057,52,0|3|3|2|2|9,bullish engulfing
0.001055,1.148148,0.000919,58,5|5|4|2|1|5,bullish engulfing
0.001055,1.034483,0.001019,59,6|6|6|2|2|2,bullish harami
0.001055,1.000000,0.001055,86,6|5|6|1|2|3,bullish harami
0.001050,1.368421,0.000768,45,10|6|6|0|2|3,bullish harami
0.001050,1.106383,0.000949,99,0|2|2|1|0|5,bullish engulfing
0.001050,1.125000,0.000933,34,3|6|6|3|4|4,bullish harami
0.001048,1.384615,0.000757,31,4|4|4|2|2|8,bullish engulfing
0.001046,1.375000,0.000761,38,9|8|7|2|3|4,bullish harami
0.001042,1.040000,0.001002,51,0|4|5|5|5|6,bullish engulfing
0.001041,1.038462,0.001002,53,4|4|4|3|3|4,bullish engulfing
0.001040,1.000000,0.001040,48,1|2|2|1|1|5,one white soldier
0.001038,1.016393,0.001021,123,3|3|3|1|0|4,bullish engulfing
0.001034,1.033333,0.001001,61,4|5|4|1|2|6,one white soldier
0.001033,1.285714,0.000804,32,0|5|6|3|3|7,bullish engulfing
0.001033,1.000000,0.001033,30,1|7|7|3|4|6,bullish harami
0.001028,1.090909,0.000943,92,6|6|6|2|3|4,bullish harami
0.001026,1.206349,0.000850,139,7|3|3|2|2|3,bullish harami
0.001026,1.235294,0.000830,38,9|4|4|2|3|5,one white soldier
0.001025,1.227273,0.000835,49,9|6|7|1|2|3,bullish harami
0.001025,1.055556,0.000971,37,3|3|3|0|2|2,bullish harami
0.001024,1.312500,0.000780,37,2|6|7|5|6|9,one white soldier
0.001024,1.129032,0.000907,66,1|2|3|2|2|4,bullish engulfing
0.001024,1.000000,0.001024,30,7|4|1|0|1|2,one white soldier
0.001022,1.363636,0.000750,52,4|5|5|1|2|3,bullish harami
0.001021,1.033333,0.000988,61,5|3|3|1|0|5,bullish engulfing
0.001021,1.047619,0.000974,43,0|5|5|4|5|7,one white soldier
0.001019,1.208333,0.000844,53,3|5|5|4|4|6,one white soldier
0.001018,1.105263,0.000921,120,6|3|2|1|0|2,bullish engulfing
0.001018,1.014286,0.001003,141,6|3|3|0|0|3,bullish harami
0.001016,1.205882,0.000842,75,7|4|4|3|3|5,bullish engulfing
0.001014,1.047619,0.000968,43,3|1|3|2|2|6,one white soldier
0.001013,1.081633,0.000937,102,8|4|4|2|3|6,one white soldier
0.001012,1.095238,0.000924,44,6|3|3|2|2|4,one white soldier
0.001012,1.846154,0.000548,37,7|5|6|1|1|3,bullish harami
0.001011,1.000000,0.001011,30,6|3|3|0|3|4,one white soldier
0.001006,1.153846,0.000872,56,1|5|5|4|4|5,bullish harami
0.001006,1.045455,0.000962,45,4|4|3|1|2|5,one white soldier
0.001004,1.157895,0.000867,82,4|3|2|1|1|3,one white soldier
0.001002,1.142857,0.000877,45,6|7|6|0|1|2,bullish harami
0.001002,1.075758,0.000931,274,7|4|4|0|0|2,bullish harami
0.000994,1.055556,0.000942,37,7|5|3|2|0|4,bullish engulfing
0.000993,1.047619,0.000948,86,7|3|3|0|0|3,one white soldier
0.000991,1.047619,0.000946,86,0|4|4|2|3|4,one white soldier
0.000989,1.062500,0.000931,33,3|4|4|0|2|5,one white soldier
0.000989,1.009524,0.000980,211,6|4|5|0|1|2,bullish harami
0.000989,1.200000,0.000824,77,0|5|4|3|2|6,bullish engulfing
0.000988,1.115385,0.000885,110,7|3|3|2|2|2,bullish harami
0.000986,1.111111,0.000888,76,7|7|7|3|3|4,bullish harami
0.000986,1.030303,0.000957,67,5|5|5|3|4|8,one white soldier
0.000985,1.055556,0.000934,74,8|5|4|3|2|5,bullish engulfing
0.000984,1.000000,0.000984,40,4|3|4|3|3|7,bullish engulfing
0.000980,1.031250,0.000950,65,8|4|3|1|2|6,one white soldier
0.000979,1.200000,0.000816,33,1|6|6|5|6|7,one white soldier
0.000978,1.038462,0.000942,53,3|4|4|0|1|2,bullish harami
0.000977,1.000000,0.000977,46,1|3|3|2|3|7,one white soldier
0.000976,1.000000,0.000976,46,2|2|2|0|0|6,bullish engulfing
0.000975,1.037736,0.000940,324,7|5|5|1|1|2,bullish harami
0.000975,1.025316,0.000951,160,5|4|5|1|2|3,bullish harami
0.000972,1.117647,0.000870,36,5|5|3|0|1|5,one white soldier
0.000970,1.050000,0.000924,41,6|6|6|0|1|5,bullish harami
0.000969,1.100000,0.000881,42,0|2|3|2|2|5,bullish engulfing
0.000969,1.057143,0.000916,72,1|3|3|2|2|6,one white soldier
0.000968,1.045455,0.000925,45,1|5|4|3|2|6,bullish engulfing
0.000967,1.176471,0.000822,37,6|4|3|3|2|3,bullish engulfing
0.000966,1.470588,0.000657,84,0|3|4|3|2|6,bullish engulfing
0.000963,1.000000,0.000963,32,4|5|6|3|4|5,bullish harami
0.000963,1.027027,0.000937,150,4|3|3|1|0|6,bullish engulfing
0.000962,1.000000,0.000962,42,7|6|4|1|2|5,one white soldier
0.000961,1.080000,0.000889,104,4|2|2|1|2|3,one white soldier
0.000959,1.200000,0.000799,44,8|7|7|1|3|4,bullish harami
0.000958,1.086957,0.000881,48,6|5|5|4|4|6,one white soldier
0.000956,1.086207,0.000880,121,0|4|4|4|3|6,bullish engulfing
0.000955,1.121622,0.000852,157,7|3|3|1|1|1,bullish harami
0.000955,1.187500,0.000804,35,4|3|5|3|4|9,one white soldier
0.000955,1.062500,0.000898,165,1|2|3|1|2|6,one white soldier
0.000954,1.096774,0.000870,65,6|4|4|0|1|7,one white soldier
0.000954,1.285714,0.000742,32,7|5|6|2|4|5,bullish harami
0.000952,1.500000,0.000635,30,4|5|3|1|2|7,one white soldier
0.000952,1.125000,0.000846,68,2|2|3|2|3|7,one white soldier
0.000950,1.105263,0.000860,40,2|5|5|4|3|7,bullish engulfing
0.000950,1.066667,0.000890,31,3|7|7|2|3|5,bullish harami
0.000947,1.269231,0.000746,59,6|5|5|2|2|2,bullish harami
0.000946,1.000000,0.000946,86,6|6|4|0|0|1,bullish harami
0.000946,1.115385,0.000848,55,2|6|6|2|2|3,bullish harami
0.000945,1.034483,0.000914,59,5|5|5|4|3|7,bullish engulfing
0.000944,1.062500,0.000889,99,6|5|3|0|0|1,bullish harami
0.000943,1.019231,0.000926,210,0|3|3|3|3|6,one white soldier
0.000938,1.100000,0.000853,42,4|4|3|0|2|5,one white soldier
0.000938,1.000000,0.000938,102,1|4|4|3|3|5,bullish engulfing
0.000936,1.052632,0.000890,39,1|5|6|5|5|7,bullish engulfing
0.000936,1.058824,0.000884,35,1|4|6|5|4|7,bullish engulfing
0.000936,1.042253,0.000898,145,2|2|2|1|2|5,one white soldier
0.000935,1.097561,0.000852,86,6|5|4|0|1|5,one white soldier
0.000934,1.333333,0.000701,35,4|5|5|3|4|5,bullish harami
0.000934,1.088889,0.000857,94,7|5|3|1|1|2,bullish harami
0.000933,1.081081,0.000863,154,8|6|6|0|1|3,bullish harami
0.000932,1.000000,0.000932,62,2|1|2|0|0|6,one white soldier
0.000930,1.200000,0.000775,33,1|2|5|3|4|6,one white soldier
0.000929,1.005464,0.000924,367,7|5|5|1|2|3,bullish harami
0.000928,1.065217,0.000871,95,4|3|3|1|1|7,one white soldier
0.000926,1.083333,0.000855,50,7|5|5|2|3|5,bullish harami
0.000925,1.120000,0.000825,53,1|4|4|1|2|8,one white soldier
0.000924,1.036364,0.000892,112,6|6|5|0|1|1,bullish harami
0.000922,1.151515,0.000801,71,9|5|4|2|1|5,bullish engulfing
0.000922,1.150000,0.000802,43,4|5|6|2|3|5,bullish harami
0.000919,1.176471,0.000781,37,9|6|5|0|1|6,one white soldier
0.000919,1.074074,0.000855,56,0|3|4|4|3|5,bullish engulfing
0.000919,1.133333,0.000811,64,0|3|3|2|1|3,bullish engulfing
0.000918,1.205882,0.000761,75,4|5|5|1|2|4,bullish harami
0.000916,1.190476,0.000770,46,2|4|4|0|0|3,bullish harami
0.000915,1.407407,0.000650,65,9|4|4|2|3|4,bullish harami
0.000915,1.263158,0.000724,43,6|2|2|2|2|5,one white soldier
0.000915,1.285714,0.000711,32,3|5|5|0|1|2,bullish harami
0.000914,1.080000,0.000847,52,2|3|3|2|2|5,bullish engulfing
0.000913,1.166667,0.000783,39,3|2|2|0|2|7,one white soldier
0.000913,1.360000,0.000672,59,1|2|4|2|3|7,one white soldier
0.000913,1.153846,0.000791,56,4|3|3|1|3|6,one white soldier
0.000912,1.035714,0.000881,57,5|4|3|0|2|4,one white soldier
0.000904,1.000000,0.000904,74,5|4|4|2|1|7,bullish engulfing
0.000903,1.034483,0.000873,59,4|4|4|3|3|4,bullish harami
0.000900,1.078125,0.000835,133,4|3|3|1|0|4,bullish engulfing
0.000900,1.036364,0.000868,112,4|3|3|2|3|4,one white soldier
0.000896,1.135135,0.000789,79,3|3|2|1|0|5,bullish engulfing
0.000894,1.243902,0.000719,92,1|2|4|2|3|6,one white soldier
0.000894,1.111111,0.000805,38,9|5|5|0|0|4,bullish harami
0.000892,1.307692,0.000682,30,8|3|3|1|1|6,bullish engulfing
0.000891,1.100000,0.000810,63,1|5|5|1|2|3,bullish harami
0.000889,1.097222,0.000810,151,1|3|4|3|2|6,bullish engulfing
0.000889,1.250000,0.000711,36,1|2|3|2|3|6,one white soldier
0.000885,1.275000,0.000694,91,2|4|5|4|3|6,bullish engulfing
0.000883,1.111111,0.000795,57,2|3|4|4|3|5,bullish engulfing
0.000883,1.055556,0.000836,37,10|9|9|0|1|2,bullish harami
0.000883,1.040000,0.000849,51,7|4|4|1|3|4,bullish harami
0.000880,1.346154,0.000654,61,7|5|5|1|1|4,bullish harami
0.000879,1.045455,0.000841,45,4|1|2|1|1|7,one white soldier
0.000875,1.066667,0.000821,31,5|5|3|0|2|5,one white soldier
0.000874,1.073171,0.000815,85,1|2|2|1|2|4,one white soldier
0.000874,1.068966,0.000818,60,0|6|6|5|6|8,one white soldier
0.000874,1.000000,0.000874,178,7|4|3|0|1|1,bullish harami
0.000874,1.000000,0.000874,52,3|4|4|2|1|8,bullish engulfing
0.000874,1.166667,0.000749,182,6|5|5|2|3|3,bullish harami
0.000873,1.050000,0.000832,123,3|2|2|1|1|5,one white soldier
0.000872,1.204545,0.000724,97,4|2|2|1|0|4,bullish engulfing
0.000870,1.025974,0.000848,156,0|5|5|4|4|7,bullish engulfing
0.000867,1.000000,0.000867,66,7|4|3|0|1|3,one white soldier
0.000866,1.034483,0.000837,59,2|2|2|1|1|6,bullish engulfing
0.000866,1.025641,0.000844,79,6|4|5|2|2|4,bullish harami
0.000865,1.176471,0.000735,37,3|4|5|1|2|7,one white soldier
0.000863,1.000000,0.000863,78,2|2|3|1|2|8,one white soldier
0.000863,1.054054,0.000818,76,6|3|2|0|0|4,bullish engulfing
0.000862,1.000000,0.000862,34,6|6|4|2|3|5,one white soldier
0.000858,1.142857,0.000751,30,3|4|3|2|2|3,bullish harami
0.000856,1.090909,0.000785,46,6|5|6|3|3|4,bullish harami
0.000855,1.045455,0.000818,45,7|4|5|3|4|4,bullish harami
0.000855,1.107143,0.000772,59,9|5|6|0|1|2,bullish harami
0.000854,1.000000,0.000854,32,5|4|5|1|3|3,bullish harami
0.000854,1.000000,0.000854,40,2|5|5|4|4|5,bullish harami
0.000853,1.000000,0.000853,102,4|3|4|0|1|2,bullish harami
0.000853,1.060606,0.000804,68,7|7|7|1|2|4,bullish harami
0.000851,1.032258,0.000824,63,4|6|5|2|2|3,bullish harami
0.000851,1.157895,0.000735,41,6|6|6|3|4|8,one white soldier
0.000850,1.095238,0.000776,44,0|3|3|3|2|9,bullish engulfing
0.000849,1.173913,0.000724,50,9|6|7|0|1|3,bullish harami
0.000848,1.070175,0.000792,118,0|4|4|3|3|5,one white soldier
0.000848,1.055556,0.000803,37,5|4|5|2|2|3,bullish harami
0.000847,1.066667,0.000794,62,0|4|4|4|3|7,bullish engulfing
0.000846,1.190476,0.000711,46,2|4|5|4|4|8,one white soldier
0.000845,1.035714,0.000816,57,1|4|4|3|2|5,bullish engulfing
0.000843,1.000000,0.000843,90,5|3|3|2|2|2,bullish harami
0.000842,1.040816,0.000809,100,9|5|4|1|1|2,bullish harami
0.000842,1.095238,0.000769,44,0|8|8|8|7|9,bullish engulfing
0.000841,1.000000,0.000841,46,4|4|5|2|3|6,one white soldier
0.000839,1.086957,0.000772,48,9|7|7|0|1|5,bullish harami
0.000838,1.000000,0.000838,40,2|3|4|3|4|8,one white soldier
0.000837,1.000000,0.000837,36,7|5|5|1|2|5,one white soldier
0.000836,1.266667,0.000660,34,4|6|5|1|1|2,bullish harami
0.000834,1.230769,0.000678,58,5|7|7|1|1|2,bullish harami
0.000834,1.054795,0.000791,150,5|6|6|0|1|2,bullish harami
0.000832,1.250000,0.000665,81,3|3|3|2|2|8,one white soldier
0.000830,1.000000,0.000830,120,4|3|3|0|1|1,bullish harami
0.000829,1.000000,0.000829,46,7|6|7|1|2|3,bullish harami
0.000829,1.500000,0.000552,35,9|7|6|0|2|3,bullish harami
0.000826,1.062500,0.000777,33,2|1|3|2|3|6,one white soldier
0.000824,1.277778,0.000645,41,4|2|1|1|0|6,bullish engulfing
0.000823,1.024390,0.000803,83,7|5|4|0|2|3,bullish harami
0.000819,1.000000,0.000819,36,6|7|7|2|3|6,bullish harami
0.000818,1.156250,0.000707,69,3|3|3|2|2|6,bullish engulfing
0.000816,1.013158,0.000806,153,0|6|6|5|5|7,bullish engulfing
0.000816,1.137931,0.000717,62,8|4|4|3|2|6,bullish engulfing
0.000816,1.357143,0.000601,33,10|7|7|1|3|5,bullish harami
0.000816,1.105263,0.000738,40,8|3|3|1|1|2,bullish harami
0.000815,1.000000,0.000815,76,4|5|4|3|2|5,bullish engulfing
0.000815,1.000000,0.000815,52,0|2|2|0|0|6,bullish engulfing
0.000811,1.032258,0.000786,63,8|4|4|0|1|4,bullish harami
0.000810,1.074074,0.000754,56,6|5|5|4|3|6,bullish engulfing
0.000809,1.000000,0.000809,108,7|4|4|0|1|5,one white soldier
0.000804,1.076923,0.000747,81,0|5|5|4|5|6,one white soldier
0.000804,1.100000,0.000731,42,4|4|5|3|4|4,bullish harami
0.000803,1.000000,0.000803,34,9|8|7|2|2|4,bullish harami
0.000803,1.133333,0.000708,32,0|5|4|3|2|4,bullish engulfing
0.000802,1.200000,0.000668,44,0|2|4|3|3|8,one white soldier
0.000802,1.368421,0.000586,45,0|1|3|2|3|7,one white soldier
0.000800,1.125000,0.000711,51,6|6|4|0|0|3,bullish harami
0.000798,1.222222,0.000653,40,7|1|2|1|0|2,bullish engulfing
0.000797,1.133333,0.000704,32,7|1|2|1|1|2,bullish harami
0.000797,1.000000,0.000797,62,6|3|1|0|0|2,one white soldier
0.000797,1.500000,0.000531,35,4|3|2|0|1|6,one white soldier
0.000796,1.190476,0.000668,46,7|2|3|1|1|4,bullish engulfing
0.000795,1.133333,0.000702,32,4|6|6|0|1|5,bullish harami
0.000793,1.000000,0.000793,30,3|3|3|0|1|4,one white soldier
0.000791,1.470588,0.000538,42,0|7|8|6|7|9,one white soldier
0.000790,1.275862,0.000619,66,9|6|6|0|1|5,bullish harami
0.000790,1.500000,0.000527,30,0|4|5|5|5|8,bullish engulfing
0.000789,1.090909,0.000723,46,0|2|3|2|2|9,one white soldier
0.000789,1.043011,0.000756,190,6|4|4|0|1|3,bullish harami
0.000787,1.100000,0.000715,105,6|4|3|0|1|3,one white soldier
0.000786,1.500000,0.000524,35,5|2|1|1|0|3,bullish engulfing
0.000785,1.000000,0.000785,32,5|6|5|2|2|4,bullish harami
0.000781,1.200000,0.000651,77,5|3|3|2|2|7,one white soldier
0.000777,1.045455,0.000743,45,1|5|4|2|3|8,one white soldier
0.000771,1.200000,0.000642,33,6|5|5|2|4|6,one white soldier
0.000769,1.058824,0.000727,35,9|4|4|1|3|5,one white soldier
0.000766,1.157895,0.000661,41,6|5|5|0|2|2,bullish harami
0.000765,1.095238,0.000699,44,3|3|3|3|2|8,bullish engulfing
0.000764,1.033333,0.000740,366,7|5|5|0|1|2,bullish harami
0.000763,1.181818,0.000646,48,1|2|3|2|2|8,one white soldier
0.000762,1.352941,0.000563,40,0|6|7|6|7|9,one white soldier
0.000761,1.133333,0.000671,32,8|7|5|0|0|1,bullish harami
0.000760,1.304348,0.000583,53,0|4|4|3|1|5,bullish engulfing
0.000757,1.142857,0.000663,30,8|6|6|0|3|5,bullish harami
0.000755,1.000000,0.000755,38,0|2|3|2|1|7,bullish engulfing
0.000751,1.400000,0.000536,48,4|2|2|1|0|6,bullish engulfing
0.000748,1.063492,0.000703,130,0|4|5|4|3|7,bullish engulfing
0.000746,1.227273,0.000608,49,7|6|6|3|3|3,bullish harami
0.000746,1.012346,0.000737,163,4|4|4|1|2|5,one white soldier
0.000744,1.111111,0.000670,57,1|2|3|2|2|8,bullish engulfing
0.000743,1.119403,0.000664,142,0|3|4|3|4|7,one white soldier
0.000743,1.615385,0.000460,34,10|4|4|0|0|3,bullish harami
0.000742,1.157895,0.000641,82,9|5|5|2|3|6,one white soldier
0.000742,1.272727,0.000583,50,2|4|4|4|3|5,bullish engulfing
0.000742,1.066667,0.000695,31,4|4|5|3|4|4,bullish harami
0.000740,1.214286,0.000610,62,1|5|5|2|3|3,bullish harami
0.000739,1.100000,0.000672,42,0|3|4|1|3|7,one white soldier
0.000736,1.083333,0.000679,50,4|1|2|1|2|6,one white soldier
0.000733,1.000000,0.000733,52,4|3|2|1|1|7,one white soldier
0.000732,1.083333,0.000675,50,5|5|4|2|3|6,one white soldier
0.000731,1.034483,0.000707,59,0|6|6|3|4|5,bullish harami
