MP,G|R,AverageProfit,Occurences,Pattern,Type
0.001742,1.294118,0.001346,39,10|8|7|1|2|4,bullish harami
0.001742,1.067797,0.001631,122,0|5|6|3|4|5,bullish harami
0.001742,1.023256,0.001702,87,10|4|4|1|2|3,bullish harami
0.001742,1.000000,0.001742,34,0|6|6|6|4|7,bullish engulfing
0.001738,1.105263,0.001573,40,0|7|7|7|6|9,bullish engulfing
0.001737,1.176471,0.001477,37,8|5|5|1|1|6,one white soldier
0.001737,1.013245,0.001714,304,6|3|2|0|0|1,bullish harami
0.001736,1.000000,0.001736,38,7|3|4|3|4|5,one white soldier
0.001735,1.541667,0.001126,61,5|4|4|1|1|2,bullish harami
0.001734,1.192308,0.001454,57,2|5|5|4|4|6,one white soldier
0.001733,1.111111,0.001560,38,5|5|4|3|3|6,bullish engulfing
0.001731,1.000000,0.001731,30,9|6|4|2|1|5,bullish engulfing
0.001728,1.157895,0.001493,41,5|3|5|0|1|2,bullish harami
0.001727,1.235294,0.001398,38,4|3|3|0|0|3,bullish harami
0.001724,1.000000,0.001724,34,5|4|2|1|2|5,one white soldier
0.001724,1.028571,0.001676,71,1|3|3|2|3|8,one white soldier
0.001722,1.029412,0.001673,69,5|6|5|0|1|3,bullish harami
0.001721,1.074074,0.001603,56,1|3|4|2|3|5,one white soldier
0.001719,1.307692,0.001315,30,0|4|3|2|2|8,one white soldier
0.001719,1.285714,0.001337,32,3|4|5|2|4|7,one white soldier
0.001717,1.100000,0.001561,147,3|3|2|0|1|6,one white soldier
0.001717,1.078431,0.001592,106,5|4|4|0|1|6,one white soldier
0.001715,1.060606,0.001617,136,1|2|3|2|2|6,one white soldier
0.001713,1.000000,0.001713,34,6|1|1|0|1|5,one white soldier
0.001710,1.073171,0.001593,85,8|3|3|1|2|3,one white soldier
0.001704,1.379310,0.001235,69,1|5|5|4|4|7,bullish engulfing
0.001703,1.000000,0.001703,54,10|7|7|3|3|4,bullish harami
0.001701,1.000000,0.001701,68,4|4|4|2|1|5,bullish engulfing
0.001699,1.150000,0.001477,43,0|5|4|4|3|6,bullish engulfing
0.001699,1.000000,0.001699,32,6|4|5|2|3|8,one white soldier
0.001696,1.000000,0.001696,32,8|1|2|0|1|3,one white soldier
0.001696,1.048780,0.001617,84,5|3|2|1|2|4,one white soldier
0.001695,1.200000,0.001412,55,2|6|6|3|4|5,bullish harami
0.001693,1.051724,0.001610,119,5|4|4|0|1|3,bullish harami
0.001691,1.112500,0.001520,169,2|3|3|2|3|6,one white soldier
0.001690,1.178571,0.001434,61,6|3|2|2|1|3,bullish engulfing
0.001689,1.000000,0.001689,92,0|0|1|0|0|6,bullish engulfing
0.001688,1.125000,0.001501,85,6|4|3|1|1|3,one white soldier
0.001688,1.194444,0.001413,158,9|4|4|1|1|2,bullish harami
0.001688,1.062500,0.001588,33,5|1|2|0|1|2,bullish harami
0.001686,1.279070,0.001318,98,0|4|4|4|4|7,bullish engulfing
0.001684,1.250000,0.001347,45,4|3|4|1|1|6,one white soldier
0.001683,1.538462,0.001094,33,1|4|5|1|1|2,bullish harami
0.001679,1.041667,0.001612,49,4|4|3|2|1|6,bullish engulfing
0.001677,1.066667,0.001573,93,0|5|5|5|5|6,bullish engulfing
0.001677,1.056452,0.001587,255,5|5|5|1|2|3,bullish harami
0.001677,1.055556,0.001588,37,0|5|5|2|2|6,bullish engulfing
0.001675,1.000000,0.001675,50,6|5|4|3|3|3,bullish harami
0.001674,1.285714,0.001302,48,7|3|3|2|1|7,bullish engulfing
0.001673,1.115385,0.001500,55,9|7|6|2|2|4,bullish harami
0.001672,1.000000,0.001672,30,0|3|3|3|1|7,bullish engulfing
0.001670,1.240000,0.001347,56,3|4|3|0|1|5,one white soldier
0.001670,1.388889,0.001202,43,4|2|3|2|3|7,one white soldier
0.001667,1.000000,0.001667,46,1|3|4|2|2|7,one white soldier
0.001666,1.166667,0.001428,39,2|1|2|1|1|6,bullish engulfing
0.001665,1.148148,0.001450,58,2|4|4|1|2|6,one white soldier
0.001664,1.375000,0.001210,38,4|2|2|2|1|8,bullish engulfing
0.001664,1.195122,0.001393,90,6|4|4|2|2|6,one white soldier
0.001663,1.000000,0.001663,52,6|5|5|2|3|7,one white soldier
0.001662,1.115385,0.001490,165,1|3|3|2|1|6,bullish engulfing
0.001659,1.148148,0.001445,116,0|5|5|4|5|6,one white soldier
0.001659,1.285714,0.001290,32,0|6|6|3|4|8,one white soldier
0.001657,1.086957,0.001524,48,0|3|3|2|1|4,bullish engulfing
0.001657,1.130435,0.001466,49,3|4|4|3|2|4,bullish engulfing
0.001656,1.368421,0.001210,45,7|3|3|1|1|3,one white soldier
0.001656,1.111111,0.001491,38,2|2|3|2|2|3,one white soldier
0.001655,1.030303,0.001607,67,6|3|4|3|2|5,bullish engulfing
0.001654,1.333333,0.001240,42,3|4|3|1|1|4,one white soldier
0.001653,1.012346,0.001632,163,2|2|3|2|2|6,one white soldier
0.001652,1.125000,0.001468,51,1|3|4|3|2|8,bullish engulfing
0.001651,1.117647,0.001478,72,3|3|3|1|0|4,bullish engulfing
0.001650,1.000000,0.001650,44,3|4|4|3|0|6,bullish engulfing
0.001648,1.058824,0.001557,35,6|1|2|1|0|3,bullish engulfing
0.001647,1.214286,0.001356,31,0|4|5|4|4|10,bullish engulfing
0.001645,1.000000,0.001645,36,7|4|4|0|1|5,one white soldier
0.001644,1.200000,0.001370,33,5|6|5|1|1|1,bullish harami
0.001643,1.050000,0.001565,41,10|8|8|3|3|4,bullish harami
0.001643,1.166667,0.001408,39,7|2|3|2|2|3,bullish engulfing
0.001638,1.052632,0.001556,39,3|2|3|2|2|7,one white soldier
0.001637,1.533333,0.001068,38,3|2|1|1|0|4,bullish engulfing
0.001637,1.208333,0.001355,53,4|4|4|0|2|7,one white soldier
0.001633,1.076923,0.001516,54,1|1|3|1|2|7,one white soldier
0.001632,1.055556,0.001546,74,0|3|3|1|1|7,one white soldier
0.001632,1.075000,0.001518,83,3|2|2|0|0|5,one white soldier
0.001628,1.066667,0.001526,31,6|5|2|1|1|2,bullish harami
0.001626,1.166667,0.001394,65,3|3|4|2|1|5,bullish engulfing
0.001626,1.000000,0.001626,36,5|7|7|1|1|3,bullish harami
0.001624,1.074074,0.001512,56,1|2|3|2|2|6,bullish engulfing
0.001623,1.066667,0.001522,31,8|8|8|3|4|4,bullish harami
0.001622,1.033898,0.001568,120,2|2|3|2|3|6,one white soldier
0.001621,1.416667,0.001144,87,5|4|3|1|2|4,one white soldier
0.001620,1.000000,0.001620,66,2|4|4|2|1|7,bullish engulfing
0.001619,1.000000,0.001619,80,8|3|2|1|1|3,one white soldier
0.001617,1.095238,0.001476,44,7|4|5|2|3|6,one white soldier
0.001616,1.000000,0.001616,140,1|2|2|1|1|7,one white soldier
0.001615,1.055556,0.001530,37,5|5|5|3|3|6,bullish engulfing
0.001615,1.117647,0.001445,36,9|7|7|0|1|4,bullish harami
0.001612,1.120000,0.001440,53,3|3|4|2|3|8,one white soldier
0.001611,1.068966,0.001507,60,4|3|3|1|0|3,bullish engulfing
0.001608,1.323529,0.001215,79,1|4|5|4|4|7,one white soldier
0.001606,1.000000,0.001606,30,5|6|6|5|5|7,one white soldier
0.001604,1.000000,0.001604,38,3|3|3|1|0|9,bullish engulfing
0.001604,1.062500,0.001509,33,9|3|3|0|2|5,one white soldier
0.001604,1.030303,0.001556,67,8|5|5|2|3|7,one white soldier
0.001603,1.142857,0.001402,30,9|5|5|2|2|5,one white soldier
0.001602,1.365854,0.001173,97,5|2|2|0|0|3,bullish engulfing
0.001601,1.038462,0.001541,212,6|2|3|1|1|2,bullish harami
0.001599,1.038835,0.001539,210,0|5|5|5|4|6,bullish engulfing
0.001598,1.016667,0.001572,121,3|3|3|3|2|6,bullish engulfing
0.001596,1.240000,0.001287,56,0|6|7|6|6|8,bullish engulfing
0.001595,1.117647,0.001427,36,3|4|5|2|3|6,one white soldier
0.001588,1.000000,0.001588,40,2|3|3|1|1|3,one white soldier
0.001584,1.125000,0.001408,102,1|3|4|3|3|5,one white soldier
0.001582,1.142857,0.001385,45,0|1|3|2|1|7,bullish engulfing
0.001582,1.041667,0.001519,49,10|8|8|2|2|3,bullish harami
0.001582,1.000000,0.001582,160,5|3|3|1|2|3,bullish harami
0.001581,1.028986,0.001536,140,2|3|3|1|1|6,one white soldier
0.001580,1.000000,0.001580,34,3|5|5|1|3|7,one white soldier
0.001575,1.357143,0.001161,33,8|5|4|1|1|5,bullish engulfing
0.001575,1.275862,0.001234,66,7|5|3|1|2|2,bullish harami
0.001570,1.642857,0.000956,37,3|4|4|2|0|7,bullish engulfing
0.001569,1.187500,0.001321,35,1|6|6|4|5|8,one white soldier
0.001567,1.000000,0.001567,46,5|4|5|2|3|7,one white soldier
0.001567,1.208333,0.001297,53,6|4|3|3|2|5,bullish engulfing
0.001567,1.333333,0.001175,63,0|3|6|3|4|5,bullish harami
0.001567,1.086957,0.001441,48,3|4|4|2|3|5,one white soldier
0.001567,1.461538,0.001072,32,5|4|3|0|0|0,bullish harami
0.001566,1.214286,0.001290,31,2|5|4|0|2|3,bullish harami
0.001566,1.437500,0.001089,39,1|2|1|0|0|7,one white soldier
0.001563,1.000000,0.001563,56,2|1|1|0|0|2,one white soldier
0.001563,1.200000,0.001302,44,5|7|6|0|1|2,bullish harami
0.001560,1.176471,0.001326,37,5|3|5|3|4|6,one white soldier
0.001559,1.142857,0.001365,30,6|4|4|3|3|3,bullish harami
0.001559,1.142857,0.001364,30,8|7|5|0|2|4,bullish harami
0.001557,1.172414,0.001328,63,6|5|6|0|1|1,bullish harami
0.001557,1.307692,0.001190,30,10|6|7|0|1|2,bullish harami
0.001555,1.000000,0.001555,50,6|3|5|2|2|3,bullish harami
0.001555,1.117647,0.001391,36,6|4|3|2|3|5,one white soldier
0.001553,1.076923,0.001442,81,10|3|3|1|2|4,one white soldier
0.001553,1.045455,0.001485,45,2|2|2|0|1|5,one white soldier
0.001552,1.000000,0.001552,62,3|4|4|0|1|3,bullish harami
0.001551,1.038462,0.001493,53,5|6|6|1|2|4,bullish harami
0.001551,1.166667,0.001329,65,7|7|7|1|2|3,bullish harami
0.001549,1.070423,0.001447,147,2|2|2|1|1|5,bullish engulfing
0.001548,1.050000,0.001474,82,4|5|4|2|2|3,bullish harami
0.001546,1.041667,0.001485,49,7|5|4|3|2|4,bullish engulfing
0.001546,1.348837,0.001146,101,8|5|4|0|1|1,bullish harami
0.001546,1.000000,0.001546,32,2|3|4|2|2|6,bullish engulfing
0.001544,1.000000,0.001544,46,6|3|4|2|3|7,one white soldier
0.001543,1.380952,0.001118,50,0|7|7|6|6|8,one white soldier
0.001542,1.039216,0.001484,104,3|5|5|2|2|3,bullish harami
0.001542,1.048387,0.001471,127,6|2|3|1|2|5,one white soldier
0.001540,1.157895,0.001330,41,7|5|3|0|1|3,bullish harami
0.001540,1.125000,0.001369,51,5|2|3|0|1|5,one white soldier
0.001538,1.083333,0.001420,50,2|4|3|1|1|6,one white soldier
0.001537,1.000000,0.001537,46,2|5|5|3|4|9,one white soldier
0.001536,1.076923,0.001426,81,7|4|4|3|2|6,bullish engulfing
0.001535,1.000000,0.001535,34,5|5|3|2|1|4,bullish engulfing
0.001535,1.125000,0.001364,34,0|4|5|3|3|7,bullish engulfing
0.001534,1.238806,0.001238,150,6|6|6|1|2|3,bullish harami
0.001532,1.379310,0.001111,69,0|5|6|2|3|5,bullish harami
0.001531,1.100000,0.001392,42,6|3|2|1|1|4,bullish engulfing
0.001527,1.250000,0.001222,36,8|4|4|2|1|7,bullish engulfing
0.001527,1.035714,0.001474,114,7|4|3|1|1|4,one white soldier
0.001525,1.083333,0.001408,75,8|6|5|1|2|2,bullish harami
0.001520,1.250000,0.001216,36,2|3|3|2|2|6,one white soldier
0.001520,1.210526,0.001256,84,3|5|5|3|3|4,bullish harami
0.001520,1.102941,0.001378,143,6|6|6|1|1|2,bullish harami
0.001520,1.103448,0.001377,61,7|4|4|0|1|5,one white soldier
0.001518,1.400000,0.001084,60,0|6|6|4|5|6,bullish harami
0.001517,1.125000,0.001348,102,1|2|2|2|2|6,bullish engulfing
0.001515,1.142857,0.001325,30,2|1|2|0|1|2,one white soldier
0.001513,1.222222,0.001238,40,7|7|7|3|4|5,bullish harami
0.001513,1.178571,0.001284,61,5|4|4|1|3|5,one white soldier
0.001509,1.074074,0.001405,56,7|4|2|2|1|3,bullish engulfing
0.001506,1.344828,0.001120,68,6|5|4|1|2|5,one white soldier
0.001505,1.000000,0.001505,32,5|4|4|1|1|3,bullish harami
0.001503,1.166667,0.001289,39,5|2|2|0|1|2,bullish harami
0.001501,1.187500,0.001264,70,2|3|3|1|1|5,bullish engulfing
0.001500,1.000000,0.001500,88,6|1|1|0|0|1,one white soldier
0.001498,1.307692,0.001146,30,4|4|5|1|1|3,bullish harami
0.001498,1.000000,0.001498,46,4|3|3|1|2|3,one white soldier
0.001493,1.055556,0.001414,37,8|8|6|1|2|3,bullish harami
0.001492,1.000000,0.001492,38,3|1|2|1|1|4,bullish engulfing
0.001491,1.000000,0.001491,72,0|6|6|5|6|8,one white soldier
0.001489,1.038462,0.001434,53,4|2|2|2|1|5,bullish engulfing
0.001488,1.000000,0.001488,92,4|4|5|1|1|2,bullish harami
0.001488,1.052632,0.001413,78,4|2|3|2|1|6,bullish engulfing
0.001487,1.112149,0.001337,226,5|4|4|1|1|3,bullish harami
0.001485,1.086957,0.001366,48,6|4|5|0|2|4,bullish harami
0.001484,1.185185,0.001252,59,5|2|2|0|1|3,one white soldier
0.001482,1.461538,0.001014,32,5|4|5|0|0|4,bullish harami
0.001482,1.228571,0.001206,78,3|4|4|2|3|8,one white soldier
0.001482,1.043011,0.001420,190,7|4|4|2|3|5,one white soldier
0.001480,1.181818,0.001253,72,6|5|5|1|2|4,bullish harami
0.001478,1.125000,0.001313,34,5|5|5|5|5|6,one white soldier
0.001475,1.038462,0.001421,53,10|7|6|3|3|4,bullish harami
0.001475,1.034884,0.001425,175,2|1|1|0|1|6,one white soldier
0.001475,1.000000,0.001475,30,1|0|1|0|0|3,one white soldier
0.001471,1.555556,0.000946,46,5|4|3|1|1|3,one white soldier
0.001471,1.166667,0.001261,39,1|5|5|2|3|6,one white soldier
0.001471,1.312500,0.001121,37,0|8|8|5|6|7,bullish harami
0.001469,1.068182,0.001375,91,7|3|3|1|1|2,bullish harami
0.001465,1.357143,0.001080,33,7|8|7|1|2|3,bullish harami
0.001463,1.000000,0.001463,146,1|4|4|3|3|6,bullish engulfing
0.001463,1.200000,0.001219,44,5|3|4|1|1|6,one white soldier
0.001462,1.031250,0.001418,65,6|5|6|0|0|1,bullish harami
0.001461,1.047619,0.001394,43,4|2|3|2|3|5,one white soldier
0.001461,1.157895,0.001261,41,1|4|5|4|3|6,bullish engulfing
0.001460,1.428571,0.001022,51,2|2|2|0|1|6,one white soldier
0.001456,1.058824,0.001375,35,6|4|4|3|4|6,one white soldier
0.001452,1.391304,0.001044,55,7|5|5|2|2|6,one white soldier
0.001452,1.151042,0.001261,413,6|3|3|1|2|4,one white soldier
0.001452,1.352941,0.001073,40,9|2|2|1|2|4,one white soldier
0.001451,1.072289,0.001354,172,6|5|4|0|0|2,bullish harami
0.001449,1.077586,0.001344,241,1|2|2|0|1|6,one white soldier
0.001447,1.250000,0.001158,36,8|5|5|1|3|6,one white soldier
0.001442,1.314286,0.001097,81,5|6|6|0|1|1,bullish harami
0.001439,1.000000,0.001439,40,5|2|3|2|1|7,bullish engulfing
0.001439,1.055556,0.001364,37,3|6|5|0|1|4,bullish harami
0.001439,1.125000,0.001279,34,1|2|1|0|1|4,one white soldier
0.001436,1.363636,0.001053,52,2|6|6|1|1|2,bullish harami
0.001436,1.095745,0.001310,197,6|4|5|1|2|3,bullish harami
0.001436,1.125000,0.001276,51,4|3|4|1|0|6,bullish engulfing
0.001435,1.250000,0.001148,36,6|5|5|2|2|6,bullish engulfing
0.001435,1.000000,0.001435,84,4|4|4|1|0|7,bullish engulfing
0.001433,1.187500,0.001207,35,5|4|4|1|3|4,one white soldier
0.001433,1.044776,0.001372,137,0|2|3|1|2|5,one white soldier
0.001430,1.111111,0.001287,38,5|7|7|2|3|5,bullish harami
0.001429,1.008439,0.001417,476,6|2|2|0|0|1,bullish harami
0.001429,1.181818,0.001209,48,6|5|3|1|2|5,one white soldier
0.001429,1.030928,0.001386,197,0|2|3|2|3|6,one white soldier
0.001427,1.019608,0.001400,103,1|3|3|2|2|5,bullish engulfing
0.001425,1.117647,0.001275,36,7|4|4|2|1|7,bullish engulfing
0.001423,1.080000,0.001318,52,6|4|4|0|2|2,bullish harami
0.001422,1.000000,0.001422,44,8|7|6|0|0|2,bullish harami
0.001421,1.065217,0.001334,95,3|4|4|3|3|5,bullish engulfing
0.001420,1.142857,0.001242,30,0|5|4|2|3|6,one white soldier
0.001419,1.200000,0.001182,44,3|6|6|0|2|3,bullish harami
0.001417,1.705882,0.000831,46,2|4|4|2|0|7,bullish engulfing
0.001417,1.041667,0.001360,49,4|4|6|2|3|4,bullish harami
0.001417,1.000000,0.001417,98,1|4|4|1|2|3,bullish harami
0.001416,1.263158,0.001121,43,3|2|2|1|2|9,one white soldier
0.001414,1.142857,0.001237,45,5|3|4|0|2|3,bullish harami
0.001414,1.060606,0.001333,68,0|2|2|2|1|3,bullish engulfing
0.001413,1.125000,0.001256,51,0|7|7|6|5|9,bullish engulfing
0.001412,1.066667,0.001323,62,0|5|5|4|4|5,one white soldier
0.001411,1.214286,0.001162,31,1|4|5|2|3|3,bullish harami
0.001409,1.075342,0.001311,303,6|5|4|1|2|3,bullish harami
0.001409,1.142857,0.001233,30,10|7|5|0|1|4,bullish harami
0.001409,1.193548,0.001180,68,1|3|2|0|1|7,one white soldier
0.001405,1.058824,0.001327,70,0|4|4|1|3|6,one white soldier
0.001404,1.040000,0.001350,51,7|7|6|0|1|2,bullish harami
0.001404,1.000000,0.001404,32,0|5|4|2|1|7,bullish engulfing
0.001404,1.050000,0.001337,82,0|5|5|3|3|7,one white soldier
0.001402,1.115385,0.001257,55,5|7|6|1|2|3,bullish harami
0.001398,1.000000,0.001398,72,5|2|2|0|1|7,one white soldier
0.001397,1.052632,0.001328,39,1|4|4|2|2|4,bullish engulfing
0.001395,1.333333,0.001046,35,5|2|3|2|2|6,bullish engulfing
0.001394,1.000000,0.001394,68,0|5|5|4|4|6,one white soldier
0.001392,1.038961,0.001340,157,2|1|2|0|1|6,one white soldier
0.001390,1.428571,0.000973,51,2|4|5|2|2|4,bullish harami
0.001389,1.136364,0.001222,47,9|2|3|1|2|4,one white soldier
0.001388,1.000000,0.001388,30,1|1|2|1|2|5,one white soldier
0.001388,1.057692,0.001312,107,7|4|3|1|1|4,bullish engulfing
0.001388,1.190476,0.001166,46,4|2|3|0|2|6,one white soldier
0.001387,1.000000,0.001387,66,7|6|5|2|3|4,bullish harami
0.001383,1.018182,0.001359,111,7|4|4|0|1|4,one white soldier
0.001383,1.196721,0.001156,134,0|4|5|3|4|6,one white soldier
0.001381,1.023810,0.001349,170,4|4|3|0|1|2,bullish harami
0.001379,1.027778,0.001342,73,0|3|3|1|2|9,one white soldier
0.001378,1.000000,0.001378,238,5|3|3|1|2|4,one white soldier
0.001377,1.238095,0.001112,47,5|5|4|1|1|3,bullish harami
0.001376,1.000000,0.001376,92,3|4|4|2|1|5,bullish engulfing
0.001376,1.000000,0.001376,48,4|6|5|0|1|3,bullish harami
0.001374,1.210526,0.001135,42,1|4|4|1|2|2,bullish harami
0.001373,1.000000,0.001373,40,6|4|4|2|3|8,one white soldier
0.001373,1.454545,0.000944,54,6|6|4|0|1|2,bullish harami
0.001372,1.161290,0.001181,67,6|5|6|0|1|2,bullish harami
0.001370,1.360000,0.001008,59,1|1|2|2|1|5,bullish engulfing
0.001369,1.200000,0.001141,33,5|5|5|4|5|8,one white soldier
0.001368,1.052632,0.001300,39,2|2|4|1|2|5,one white soldier
0.001368,1.000000,0.001368,32,4|2|4|1|2|6,one white soldier
0.001368,1.322581,0.001034,72,8|3|3|1|1|1,bullish harami
0.001367,1.233333,0.001109,67,3|6|5|0|1|2,bullish harami
0.001367,1.000000,0.001367,42,8|6|6|0|2|5,bullish harami
0.001366,1.117647,0.001223,36,8|8|7|2|2|3,bullish harami
0.001366,1.000000,0.001366,40,7|5|5|1|2|7,one white soldier
0.001366,1.044444,0.001308,92,8|4|4|2|1|5,bullish engulfing
0.001364,1.400000,0.000974,36,5|3|3|0|0|7,bullish engulfing
0.001364,1.260870,0.001082,52,1|6|6|1|2|3,bullish harami
0.001360,1.458333,0.000932,59,0|3|4|2|3|4,bullish harami
0.001358,1.062500,0.001278,33,5|2|1|0|0|4,bullish engulfing
0.001358,1.714286,0.000792,38,5|5|4|2|2|5,bullish engulfing
0.001357,1.000000,0.001357,76,2|2|1|1|0|6,bullish engulfing
0.001353,1.111111,0.001218,38,1|3|4|1|2|6,one white soldier
0.001351,1.000000,0.001351,34,8|6|6|1|2|5,bullish harami
0.001349,1.041237,0.001296,198,6|4|3|1|2|3,bullish harami
0.001349,1.086957,0.001241,48,1|5|5|4|5|9,one white soldier
0.001349,1.333333,0.001012,35,6|5|5|1|0|6,bullish engulfing
0.001346,1.043478,0.001290,47,0|4|4|2|3|5,one white soldier
0.001346,1.133333,0.001188,32,9|9|9|2|2|3,bullish harami
0.001346,1.066667,0.001262,62,2|4|3|1|2|6,one white soldier
0.001346,1.000000,0.001346,70,2|4|4|2|3|3,bullish harami
0.001341,1.000000,0.001341,92,1|4|4|4|3|7,bullish engulfing
0.001339,1.123595,0.001192,189,4|5|5|1|2|3,bullish harami
0.001338,1.090909,0.001227,46,0|2|3|3|3|5,bullish engulfing
0.001335,1.058824,0.001261,35,8|5|5|0|2|6,one white soldier
0.001335,1.272727,0.001049,75,2|5|5|3|3|4,bullish harami
0.001334,1.062500,0.001256,33,8|4|4|0|0|4,bullish engulfing
0.001329,1.541667,0.000862,61,7|4|3|2|2|5,bullish engulfing
0.001329,1.500000,0.000886,35,10|8|8|2|3|3,bullish harami
0.001328,1.058824,0.001254,35,4|3|2|0|0|4,bullish engulfing
0.001327,1.266667,0.001048,34,4|5|5|4|3|8,bullish engulfing
0.001327,1.214286,0.001093,31,1|3|3|3|1|5,bullish engulfing
0.001326,1.562500,0.000849,41,3|4|3|0|2|4,one white soldier
0.001325,1.119048,0.001184,89,3|4|4|1|2|2,bullish harami
0.001324,1.100000,0.001204,63,0|6|6|2|3|5,bullish harami
0.001324,1.058824,0.001251,35,5|4|4|1|2|2,bullish harami
0.001323,1.000000,0.001323,30,10|5|6|2|2|3,bullish harami
0.001323,1.058824,0.001250,35,3|2|4|1|2|6,one white soldier
0.001322,1.300000,0.001017,46,4|3|3|0|1|1,bullish harami
0.001322,1.022727,0.001293,89,5|4|3|1|1|2,bullish harami
0.001322,1.166667,0.001133,39,1|6|6|5|5|9,one white soldier
0.001322,1.067797,0.001238,122,6|4|3|2|1|3,bullish engulfing
0.001321,1.000000,0.001321,40,6|5|4|0|2|5,one white soldier
0.001321,1.142857,0.001156,105,5|4|3|1|2|6,one white soldier
0.001321,1.170940,0.001128,254,0|4|4|3|3|5,bullish engulfing
0.001320,1.105263,0.001195,80,3|4|4|2|3|5,one white soldier
0.001320,1.142857,0.001155,30,8|3|3|2|3|7,one white soldier
0.001314,1.227273,0.001070,49,4|3|2|2|1|4,bullish engulfing
0.001313,1.214286,0.001081,31,2|3|2|1|1|6,one white soldier
0.001312,1.037736,0.001265,108,6|5|4|2|3|5,one white soldier
0.001311,1.000000,0.001311,32,4|5|4|0|1|1,bullish harami
0.001311,1.357143,0.000966,33,3|5|5|3|4|10,one white soldier
0.001310,1.129032,0.001160,66,0|3|3|2|2|5,bullish engulfing
0.001304,1.142857,0.001141,30,7|4|5|1|1|3,bullish harami
0.001301,1.192308,0.001092,57,1|3|3|1|1|5,bullish engulfing
0.001300,1.158730,0.001122,136,0|3|3|3|2|7,bullish engulfing
0.001299,1.181818,0.001099,48,5|2|3|2|2|6,one white soldier
0.001298,1.187500,0.001093,35,1|4|3|1|1|6,one white soldier
0.001298,1.473684,0.000881,47,0|4|4|4|4|5,bullish engulfing
0.001296,1.192308,0.001087,57,6|7|7|2|3|4,bullish harami
0.001295,1.200000,0.001079,33,1|3|5|3|4|8,one white soldier
0.001295,1.000000,0.001295,38,9|9|9|3|4|5,bullish harami
0.001293,1.000000,0.001293,32,0|6|6|3|2|7,bullish engulfing
0.001290,1.057143,0.001221,72,6|6|6|3|3|5,bullish harami
0.001286,1.176471,0.001093,37,7|7|4|0|1|3,bullish harami
0.001286,1.214286,0.001059,62,5|5|4|2|2|5,bullish engulfing
0.001285,1.189189,0.001081,81,0|6|6|6|5|7,bullish engulfing
0.001284,1.040000,0.001235,51,3|6|5|2|2|3,bullish harami
0.001284,1.120000,0.001146,53,7|5|4|2|3|4,one white soldier
0.001284,1.135135,0.001131,79,6|6|5|2|3|4,bullish harami
0.001283,1.111111,0.001155,38,3|7|6|1|2|3,bullish harami
0.001282,1.142857,0.001122,30,7|6|6|1|0|7,bullish engulfing
0.001281,1.210526,0.001058,42,4|5|4|3|3|5,one white soldier
0.001281,1.133333,0.001130,32,4|1|1|0|1|7,one white soldier
0.001280,1.066667,0.001200,31,1|0|2|1|1|6,bullish engulfing
0.001278,1.588235,0.000805,44,3|4|3|3|2|5,bullish engulfing
0.001277,1.461538,0.000873,32,0|2|3|1|1|7,one white soldier
0.001276,1.148148,0.001111,174,0|4|4|4|4|6,bullish engulfing
0.001274,1.150000,0.001107,43,8|7|7|1|2|5,bullish harami
0.001273,2.187500,0.000582,51,3|5|4|3|2|5,bullish engulfing
0.001273,1.073171,0.001186,85,6|2|3|2|2|3,one white soldier
0.001271,1.018182,0.001248,111,6|4|2|1|0|3,bullish engulfing
0.001270,1.200000,0.001058,33,5|6|6|3|3|5,bullish harami
0.001266,1.142857,0.001108,45,5|3|4|0|1|3,bullish harami
0.001259,1.062500,0.001185,33,4|3|2|0|1|8,one white soldier
0.001257,1.066667,0.001178,31,8|5|5|2|1|5,bullish engulfing
0.001256,1.000000,0.001256,30,0|5|4|3|4|9,one white soldier
0.001252,1.176471,0.001064,37,4|2|3|0|0|6,bullish engulfing
0.001252,1.093750,0.001145,67,3|3|4|0|1|6,one white soldier
0.001251,1.055556,0.001186,37,1|3|4|2|2|7,bullish engulfing
0.001250,1.105263,0.001131,40,1|5|5|3|2|6,bullish engulfing
0.001250,1.111111,0.001125,57,4|1|2|1|1|6,one white soldier
0.001250,1.000000,0.001250,92,6|1|1|1|1|2,one white soldier
0.001248,1.111111,0.001123,38,6|4|5|4|4|6,one white soldier
0.001248,1.142857,0.001092,30,3|2|3|2|2|7,bullish engulfing
0.001245,1.000000,0.001245,48,4|4|4|2|2|2,bullish harami
0.001244,1.000000,0.001244,30,1|4|5|3|3|6,one white soldier
0.001243,1.545455,0.000804,56,3|4|3|2|3|4,one white soldier
0.001240,1.384615,0.000896,31,0|4|6|3|4|5,bullish harami
0.001240,1.352941,0.000916,40,2|3|4|1|1|6,bullish engulfing
0.001238,1.043478,0.001187,47,7|7|5|0|1|3,bullish harami
0.001234,1.000000,0.001234,60,3|5|5|1|2|6,one white soldier
0.001234,1.049180,0.001176,125,0|4|4|2|2|5,one white soldier
0.001234,1.033333,0.001194,61,6|7|7|1|1|2,bullish harami
0.001233,1.031250,0.001196,65,6|5|5|2|3|6,one white soldier
0.001231,1.068966,0.001152,60,9|6|6|0|2|4,bullish harami
0.001230,1.020833,0.001205,97,1|2|3|1|2|4,one white soldier
0.001227,1.333333,0.000921,42,5|5|5|3|2|9,bullish engulfing
0.001226,1.066667,0.001150,31,10|4|4|2|0|5,bullish engulfing
